Title,Title_URL,Image,Date,Price,housing,Keywords,resulthood,Field1,Field2
"2bd+sunrm(1bd until May$675);windows,high ceilings,closets,2 entrances",https://victoria.craigslist.org/apa/d/victoria-2bdsunrm1bd-until/7291411903.html,https://images.craigslist.org/00505_1l6YvW9XWo5z_05a03S_300x300.jpg,Mar 14,"$1,350","
                    2br -
                    825ft2 -
                ","
                    pic
                    14.7km
                ", (UVic-Jubilee;park+creek),1Ba,825
2-bdrm Furnished Top floor suite Apr 1 - 1258 Yates,https://victoria.craigslist.org/apa/d/victoria-bdrm-furnished-top-floor-suite/7280799396.html,https://images.craigslist.org/00i0i_2qNfeODhMqcz_0CI0lK_300x300.jpg,Mar 12,"$1,800","
                    2br -
                    750ft2 -
                ","
                    pic
                    14.7km
                ", (Victoria),1Ba,750
3968 Oakwood St - Lower 2+ bedroom in Gordon Head,https://victoria.craigslist.org/apa/d/victoria-3968-oakwood-st-lower-bedroom/7288429809.html,https://images.craigslist.org/00G0G_eyZdob1mOh0z_0ww0oo_300x300.jpg,Mar 11,"$1,450","
                    2br -
                ","
                    pic
                    14.7km
                ", (Gordon Head),1Ba,
Clean 1Br Suite near UVic,https://victoria.craigslist.org/apa/d/victoria-clean-1br-suite-near-uvic/7270829994.html,https://images.craigslist.org/00s0s_goFLfe7MO3xz_0CI0t2_300x300.jpg,Jan 31,"$1,200","
                    1br -
                    500ft2 -
                ","
                    pic
                    14.7km
                ", (Gordon Head),1Ba,500
Fernwood 3BR/2Bath Newly Renovated Ground Level Suite,https://victoria.craigslist.org/apa/d/victoria-fernwood-3br-2bath-newly/7288019804.html,https://images.craigslist.org/01212_lIYmNvOlgN3z_0CI0t2_300x300.jpg,Mar  7,"$2,100","
                    3br -
                    1000ft2 -
                ","
                    pic
                    14.7km
                ", (Victoria near Fernwood/Johnson),2Ba,1000
Linden Manor-1 Bedroom-Available Now,https://victoria.craigslist.org/apa/d/victoria-linden-manor-bedroom-available/7269661219.html,https://images.craigslist.org/00000_c0y0fthuTMTz_0jm09G_300x300.jpg,Feb 24,"$1,295","
                    1br -
                    622ft2 -
                ","
                    pic
                    14.7km
                ",,1Ba,622
Linden Manor-1 Bedroom-Available April 1st,https://victoria.craigslist.org/apa/d/victoria-linden-manor-bedroom-available/7289894613.html,https://images.craigslist.org/01717_lMe6LaBAlMpz_0jm09G_300x300.jpg,Mar 11,"$1,395","
                    1br -
                    672ft2 -
                ","
                    pic
                    14.7km
                ",,1Ba,672
House for ren,https://victoria.craigslist.org/apa/d/victoria-house-for-ren/7280950585.html,https://images.craigslist.org/01111_lkTmR9YgSovz_0gl0t2_300x300.jpg,Feb 27,"$2,475","
                    3br -
                    1500ft2 -
                ","
                    pic
                    14.7km
                ", (Victoria),1Ba,1500
"Beautiful, Clean Studio Suite - Prime Location!",https://victoria.craigslist.org/apa/d/victoria-beautiful-clean-studio-suite/7289314669.html,https://images.craigslist.org/00I0I_kJjWdr0bGwPz_02S02S_300x300.jpg,Mar 10,"$1,300",,"
                    pic
                    14.7km
                "," (Fernwood, Victoria)",1Ba,
Charming - Jr. 1 Bedroom - Amazing Location!,https://victoria.craigslist.org/apa/d/victoria-charming-jr-bedroom-amazing/7289319517.html,https://images.craigslist.org/00y0y_kSzhbpzfca5z_02S02S_300x300.jpg,Mar 10,"$1,350","
                    1br -
                ","
                    pic
                    14.7km
                ", (Victoria),1Ba,
Renovated - 1 Bedroom - Close to Beach & Shopping Centers,https://victoria.craigslist.org/apa/d/victoria-renovated-bedroom-close-to/7289328445.html,https://images.craigslist.org/01111_cRLNBw6CsRZz_02S02S_300x300.jpg,Mar 10,"$1,490","
                    1br -
                    750ft2 -
                ","
                    pic
                    14.7km
                "," (Fernwood, Victoria)",1Ba,750
1 Bedroom Unit available at the Renoir Apartments,https://victoria.craigslist.org/apa/d/bedroom-unit-available-at-the-renoir/7282192781.html,https://images.craigslist.org/00z0z_euYWb10duuvz_0kE0dL_300x300.jpg,Mar 12,"$1,525","
                    1br -
                    650ft2 -
                ","
                    pic
                    14.7km
                ",,1Ba,650
Funky Newly Reno'd Studio near Cook Street Village,https://victoria.craigslist.org/apa/d/victoria-funky-newly-renod-studio-near/7289181205.html,https://images.craigslist.org/00t0t_8pd3GcakHbuz_0ak07K_300x300.jpg,Mar 13,"$1,750","
                    495ft2 -
                ","
                    pic
                    14.8km
                ", (Cook Street),1Ba,495
Funky and New Loft style 1-Bdrm,https://victoria.craigslist.org/apa/d/victoria-funky-and-new-loft-style-bdrm/7290974187.html,https://images.craigslist.org/00707_332AOfhaFYSz_0ak07K_300x300.jpg,Mar 13,"$2,190","
                    1br -
                    665ft2 -
                ","
                    pic
                    14.8km
                ", (Cook Street Village),1Ba,665
Spacious 2 BR Bsmt Suite Walk to UVic,https://victoria.craigslist.org/apa/d/victoria-spacious-br-bsmt-suite-walk-to/7288790807.html,https://images.craigslist.org/00l0l_7GwRJuZyeymz_0AE0ru_300x300.jpg,Mar  9,"$1,690","
                    2br -
                    900ft2 -
                ","
                    pic
                    14.8km
                "," (Mt. Tomie, Victoria)",1Ba,900
Cosy 3 Br. Upper nr Mt. Tomie / UVic,https://victoria.craigslist.org/apa/d/victoria-cosy-br-upper-nr-mt-tomie-uvic/7288807645.html,https://images.craigslist.org/00E0E_5hM3JuYqLRJz_0AE0ru_300x300.jpg,Mar  9,"$2,390","
                    3br -
                    1100ft2 -
                ","
                    pic
                    14.8km
                ", (Christmas Avenue),1Ba,1100
One Bedroom Apartment For Rent,https://victoria.craigslist.org/apa/d/victoria-one-bedroom-apartment-for-rent/7287936674.html,https://images.craigslist.org/00Q0Q_930DhsFvFrqz_0lM0t2_300x300.jpg,Mar  7,"$1,400","
                    1br -
                    640ft2 -
                ","
                    pic
                    14.8km
                ", (Victoria),1Ba,640
Comfy and Renovated 2 BR in Gordon Head / UVic,https://victoria.craigslist.org/apa/d/victoria-comfy-and-renovated-br-in/7288273954.html,https://images.craigslist.org/00v0v_a1n4NgCqJwAz_0AE0ru_300x300.jpg,Mar  8,"$1,690","
                    2br -
                    850ft2 -
                ","
                    pic
                    14.8km
                ", (Gordon Head / UVic),1Ba,850
3 beds upstairs suite of Gordonhead house near Uvic is available now,https://victoria.craigslist.org/apa/d/victoria-beds-upstairs-suite-of/7281856658.html,https://images.craigslist.org/00101_6ZwbfRTbBEYz_09G07g_300x300.jpg,Mar 12,"$2,640","
                    3br -
                    1200ft2 -
                ","
                    pic
                    14.8km
                "," (Gordon Head, Victoria)",1.5Ba,1200
"1 Bedroom Apartment - Victoria, BC",https://victoria.craigslist.org/apa/d/victoria-bedroom-apartment-victoria-bc/7262142849.html,https://images.craigslist.org/00u0u_cxlBr5iZmBzz_09G07g_300x300.jpg,Feb 10,"$1,350","
                    1br -
                    650ft2 -
                ","
                    pic
                    14.8km
                ", (Victoria),1Ba,650
1 Bedroom Apartment-Available Immediately,https://victoria.craigslist.org/apa/d/victoria-bedroom-apartment-available/7279773218.html,https://images.craigslist.org/00D0D_21GIbkhxlncz_0cU09G_300x300.jpg,Mar 11,"$1,350","
                    1br -
                    630ft2 -
                ","
                    pic
                    14.8km
                ", (VICTORIA),1Ba,630
1 Bedroom Apartment-Available Now!,https://victoria.craigslist.org/apa/d/victoria-bedroom-apartment-available-now/7279779291.html,https://images.craigslist.org/00W0W_12koZ40tMvsz_0cU06h_300x300.jpg,Mar 11,"$1,350","
                    1br -
                    630ft2 -
                ","
                    pic
                    14.8km
                ", (VICTORIA),1Ba,630
3Br gordon head,https://victoria.craigslist.org/apa/d/victoria-3br-gordon-head/7278663280.html,https://images.craigslist.org/00I0I_4NFDVRkDbhUz_0CI0t2_300x300.jpg,Feb 17,"$2,300","
                    3br -
                    1400ft2 -
                ","
                    pic
                    14.8km
                ",,1Ba,1400
BRAND NEW - Looking for one bedroom to rent in 2 b/bath condo,https://victoria.craigslist.org/apa/d/victoria-brand-new-looking-for-one/7279552139.html,https://images.craigslist.org/00P0P_7h44OhA0QtUz_08F06v_300x300.jpg,Feb 19,"$1,195","
                    1br -
                    870ft2 -
                ","
                    pic
                    14.8km
                ", (Victoria),2Ba,870
The Chambers-1 Bedroom-Available April 1,https://victoria.craigslist.org/apa/d/victoria-the-chambers-bedroom-available/7279880453.html,https://images.craigslist.org/00t0t_i7vLqhxFpflz_0jm09G_300x300.jpg,Mar 11,"$1,450","
                    1br -
                    420ft2 -
                ","
                    pic
                    14.8km
                ",,1Ba,420
The Chambers-1 Bedroom-Available April 1st,https://victoria.craigslist.org/apa/d/victoria-the-chambers-bedroom-available/7285118595.html,https://images.craigslist.org/00r0r_aubtFPcpAPSz_0jm09G_300x300.jpg,Mar 11,"$1,450","
                    1br -
                    420ft2 -
                ","
                    pic
                    14.8km
                ",,1Ba,420
The Chambers-1 Bedroom-Available April 1st,https://victoria.craigslist.org/apa/d/victoria-the-chambers-bedroom-available/7285119549.html,https://images.craigslist.org/00202_7gUrwTU5g6fz_0jm09G_300x300.jpg,Mar 11,"$1,450","
                    1br -
                    420ft2 -
                ","
                    pic
                    14.8km
                ",,1Ba,420
The Chambers-1 Bedroom-Available March 15th,https://victoria.craigslist.org/apa/d/victoria-the-chambers-bedroom-available/7285120415.html,https://images.craigslist.org/00T0T_bNEQwevaY4cz_0jm09G_300x300.jpg,Mar 11,"$1,500","
                    1br -
                    430ft2 -
                ","
                    pic
                    14.8km
                ",,1Ba,430
2Brdroom Suite,https://victoria.craigslist.org/apa/d/victoria-2brdroom-suite/7278044278.html,https://images.craigslist.org/00R0R_aH830aAaAsLz_05O07K_300x300.jpg,Feb 15,"$1,400","
                    2br -
                    1200ft2 -
                ","
                    pic
                    14.8km
                ", (Gordon Head),1Ba,1200
Newly Updated 1 Bedroom on Fort Street,https://victoria.craigslist.org/apa/d/victoria-newly-updated-bedroom-on-fort/7269667552.html,https://images.craigslist.org/00V0V_8MtTcfyeXaIz_0gw0co_300x300.jpg,Feb 26,"$1,450","
                    1br -
                ","
                    pic
                    14.9km
                ",,1Ba,
Wanted: 5 bedroom house for September,https://victoria.craigslist.org/apa/d/victoria-wanted-bedroom-house-for/7291277708.html,,Mar 14,"$3,250","
                    5br -
                ","
                    14.9km
                ", (Victoria),2Ba,
2 Bedroom Units Available at Chartwell House,https://victoria.craigslist.org/apa/d/victoria-bedroom-units-available-at/7275206202.html,https://images.craigslist.org/00a0a_dAYLqCEDeYzz_0ak0ak_300x300.jpg,Mar  9,"$1,575","
                    2br -
                    800ft2 -
                ","
                    pic
                    14.9km
                ", (Victoria),1Ba,800
Entire House with Private Fenced Yard and Hot Tub (Furnished),https://victoria.craigslist.org/apa/d/victoria-entire-house-with-private/7283499049.html,https://images.craigslist.org/00T0T_8XWS5R4tXcBz_1320MM_300x300.jpg,Feb 26,"$3,500","
                    3br -
                    1200ft2 -
                ","
                    pic
                    14.9km
                ", (Fernwood),1Ba,1200
"8 minute walk to UVic, 5 min walk to shopping center",https://victoria.craigslist.org/apa/d/victoria-minute-walk-to-uvic-min-walk/7291127048.html,https://images.craigslist.org/00M0M_gmI7FS2YF7qz_05O07K_300x300.jpg,Mar 13,"$3,100","
                    4br -
                    1300ft2 -
                ","
                    pic
                    14.9km
                ", (Gordon Head),2Ba,1300
2 Bedroom Suite Available April 1 - $1500,https://victoria.craigslist.org/apa/d/victoria-bedroom-suite-available-april/7288391075.html,https://images.craigslist.org/00Y0Y_kAAf5uLYYI1z_0gw0b0_300x300.jpg,Mar  8,"$1,500","
                    2br -
                    850ft2 -
                ","
                    pic
                    15km
                ", (Victoria),1Ba,850
Newer 2 bedroom  legal suite with private entrance for May 1st,https://victoria.craigslist.org/apa/d/victoria-newer-bedroom-legal-suite-with/7284806063.html,https://images.craigslist.org/00S0S_jMrUjTvsu6Ez_0bC08I_300x300.jpg,Mar 11,"$1,700","
                    2br -
                    600ft2 -
                ","
                    pic
                    15km
                ", (2636 Scott street),1Ba,600
